Name,Label
Brie And Avocado Sandwich,MENU
Brie Sandwich,MENU
Bbq Chicken Wings,MENU
Schnitzel Sandwich,MENU
Marinated Pork Sandwich,MENU
Marinated Pork,MENU
Tuna Sandwiches,MENU
Wings,MENU
Vegetable Stirfry,MENU
Avocado,MENU
Brie,MENU
Cheese Sandwiches,MENU
Cocktails,MENU
Udon Stir Fry,MENU
Egg Noodles,MENU
Brie - Avocado Sandwich,MENU
Sweet Potato Fries,MENU
Bottled Beer,MENU
Brie & Avocado Sandwich,MENU
Ladybug Sandwiches,MENU
House Beer,MENU
Chicken Strips,MENU
Veggie Cheese Omlette,MENU
Shrimp Pad Thai,MENU
Bacon,MENU
Toast,MENU
Caesar Salad,MENU
Grilled Vegetable Sandwich,MENU
Pancakes,MENU
Kilt,MENU
Ries,MENU
D,MENU
Mixed Drinks,MENU
Hummus,MENU
Chipotle Sauce,MENU
Beef Sandwich,MENU
Curried Chicken,MENU
Chicken Fingers,MENU
Honey Garlic Sauce,MENU
Cajun Noodles,MENU
Grill Cheese,MENU
Chicken Salad,MENU
Chinese Veggie And Chicken Stir - Fry,MENU
Pho,MENU
Avocado & Brie Sandwich,MENU
Banh Mi,MENU
Natches,MENU
Ade,MENU
Amber,MENU
Wheat Beer,MENU
Crispy Chow Mein,MENU
Grilled Cheese Sandwich,MENU
Scallops,MENU
Murgh Tikka Masala,MENU
Aunt,MENU
Pancake,MENU
Lamb Meatballs,MENU
Chili Cauliflower,MENU
Goan Prawn Curry,MENU
Masala Cauliflower,MENU
Lamb Kofka,MENU
Chettinad Chicken,MENU
Panner Makhni,MENU
Lamb Kebab,MENU
Molten Chocolate Cake,MENU
Samosa Potli,MENU
Goat Cheese Malai Kofta,MENU
Goat Cheese,MENU
Tomato - Potato,MENU
Saffron Almond Paneer,MENU
Riesling,MENU
Gunpowder Prawns,MENU
Tofu - Vegetable Kesari,MENU
Prawns,MENU
Lamb Kozhambu,MENU
Spinach And Paneer,MENU
Dhal Makhani,MENU
Mustard Ginger Marinade,MENU
Lamp Chops,MENU
Lamb Gohst,MENU
Chicken Tikka Misala,MENU
Amritsari Garlic Chicken,MENU
Chicken Chittinadu,MENU
Spicy Tikka Masala,MENU
Kebab Chicken,MENU
Chicken Chettinadu,MENU
Tomato Based Sauce,MENU
Chicken Tikka Masalla,MENU
Goan Shrimp,MENU
Chocolate Lava Cake,MENU
Mango Lassi Ice Cream,MENU
Mango Puree,MENU
Th Samosa,MENU
Black Sesame - Apricot,MENU
Chili Glazed Chicken Tikka,MENU
Chettinadu Curry,MENU
Subway Sandwich,MENU
Chicken Saag Paneer,MENU
Saffron,MENU
Almond & Paneer Kulcha Bread,MENU
Dip,MENU
Chicken With Coconut Cream Sauce,MENU
Spicy Seafood,MENU
Mango Cream Sauce,MENU
Tomatoey Cream Sauce,MENU
Chicken Mirch Malai,MENU
Murgh Chicken Tikka Masala,MENU
Pepper Puree,MENU
Ice Creams,MENU
Vin D,MENU
Paneer Entree,MENU
Sweet And Sour Chutney,MENU
Dahl Makhni,MENU
Chicken Murgh Malai,MENU
Gajar Ka Halwa,MENU
Potli Samosa,MENU
Prawn Curry,MENU
Black Sesame Glazed Chicken Tikka,MENU
Saag Vegetable,MENU
Masala - Chili,MENU
Roasted Seabass,MENU
Anjeeri,MENU
Jeeri,MENU
Coconut Sauce,MENU
Cauliflower Dish,MENU
Cod,MENU
Gajar Halwa - Rabri Combination,MENU
Murgh Tikka,MENU
Latters,MENU
Soy,MENU
Chutney Prawns,MENU
Tarkari Gosht Lamb,MENU
Chocolate Cake,MENU
Mango Mousse,MENU
Namkeen,MENU
Lamb Marsala,MENU
Potli Samosas,MENU
Tiki Masa Chicken,MENU
Salad With Cheese,MENU
Simosas,MENU
Tikka Marsala,MENU
Duck And Mushroom Korma,MENU
Lemon Almond Rice,MENU
Sweet And Spicy Sauce,MENU
Seafood Medley,MENU
Mock,MENU
Tail,MENU
Sukka,MENU
Kashmiri Chili,MENU
And Grapefruit,MENU
Bottle Masala Gosht,MENU
Mango Mousse Cake,MENU
Sahma,MENU
Apricot Chicken Tikki,MENU
Lamb Rogan Curry,MENU
Sabz Paneer,MENU
Spicy Coconut Veggie Bowl,MENU
Lamb Crostini,MENU
Bites,MENU
Starter Soup,MENU
Apple Chaat Martini,MENU
Halwa Cake,MENU
Coastal Masala Prawns,MENU
Chicken Mirchi Malai,MENU
Konkan Spiced Vegetable,MENU
Crab Kundan Quorma,MENU
Punjabi Gosht,MENU
Fruit Salad,MENU
Meatball Platter,MENU
Narada,MENU
Dhal,MENU
Sweet And,MENU
Goan,MENU
Scallop Appetizer,MENU
Apricot Tikka Chicken,MENU
Cauliflower Tikka Masala,MENU
Tikka Malala,MENU
Goat Cheese Kofta,MENU
Goat Cheese Ball,MENU
Spinach Soup,MENU
White Chicken Meat,MENU
Lamb Ghost,MENU
Scallop Dish,MENU
Regular Bread,MENU
Khoya Malai Maans,MENU
Red Curry Sauce,MENU
Almond,MENU
Paneer Kulcha,MENU
Diced Lamb,MENU
Mint And Mango ? Chutney,MENU
Mango / Watermelon Kachumber Salad,MENU
Allepy Masala Prawns,MENU
Gigande Beans Pappu,MENU
Root Veggie Wadas,MENU
Mocha Kulfi,MENU
Key Lime Pie,MENU
Sweet Tea,MENU
Chettinadu,MENU
Massala Chai Tea,MENU
Passionfruit,MENU
Lamb Kabab,MENU
Potato With,MENU
Ach Dumplings,MENU
Sula Chenin Blanc,MENU
Chili,MENU
Chutney Prawn,MENU
Mushroom And Green Peas Kulcha,MENU
Vegetarian Pie,MENU
Vegetable Bhaji,MENU
Stir Fry,MENU
Mb,MENU
Sesame Chicken,MENU
Creme Tomato Sauce,MENU
Chicken Chartinodu,MENU
Pakode,MENU
Chicken Mirchi,MENU
Malai,MENU
Kheema Bhatura,MENU
Goan Curry,MENU
Kheema,MENU
Mumbai,MENU
Goa,MENU
Tika Masala Chicken,MENU
Tikka Massala,MENU
Pea,MENU
Mint Puree,MENU
Budweiser,MENU
Bud,MENU
Murg Chicken,MENU
Veggie Biryani,MENU
Slightly Spicy Sauce,MENU
Mixed Green Salad,MENU
Raitka,MENU
Chicken Chukka,MENU
Chicken Peppercorn,MENU
Dinner Chicken Mirchi Malai,MENU
Shrimp And Coconut,MENU
Peppercorn Chicken,MENU
Goan Curry Sauce,MENU
Bailey ' S Creme Kulfi,MENU
Mango Gelato,MENU
Vegan Coconut Chili Sauce,MENU
Duck Leg Khorma,MENU
- Fennel Masala,MENU
Rilled Chicken,MENU
Cheese With,MENU
Cucumber Avocado Soup,MENU
Avocado Soup,MENU
Rye Whiskey,MENU
Lava Cake,MENU
Mushroom Bean Potato Curry,MENU
Chicken Tikka Massala,MENU
Tikki - Chole,MENU
Mushroom Medley Rolls,MENU
Goya Shrimp,MENU
Sesame,MENU
Shaigam,MENU
Gajar Mash,MENU
Pistachio,MENU
Bailey,MENU
Pistachio Gelato,MENU
Lemon Sorbet,MENU
Dippings Sauce,MENU
Duck Confit,MENU
Masala - Chili Cauliflower,MENU
Chanaa,MENU
Chicken Peas,MENU
Chais,MENU
Keema Batura,MENU
Curry Leaf Scallops,MENU
Yukon,MENU
Pear Crème Sauce,MENU
Black Sesame Apricot,MENU
Coconut Orange Sauce,MENU
Shalgam - Gajar Mash,MENU
Indian,MENU
Sula,MENU
Na ' An Bread,MENU
Baked Goat Cheese,MENU
Sorbet,MENU
Makhawala,MENU
Butter Gravy,MENU
Chicken Sukka,MENU
Sheekh Kabab,MENU
Yogurt With Vegetables,MENU
Yogurt And Fruit Sauce,MENU
Tamarind - Curry Leaf Prawns,MENU
Cucumber Roll,MENU
Thecha Rubbed Tawa Chicken Thigh,MENU
Vegetable Medley,MENU
Meljol,MENU
Roasted Red Pepper Soup,MENU
Ghost,MENU
Sav Blanc,MENU
Masala Chili Cauliflower,MENU
Coastal Masala Prawns Masala Chili,MENU
Goat Cheese Kofta Chicken Mirchi,MENU
Crispy Garlic Naan,MENU
Kofta Gravy,MENU
Punjabi Tadka Masala,MENU
Cream Of Spinach Soup,MENU
Picy Chicken,MENU
Paneer Tikki Masala,MENU
Margaritas,MENU
Margarita,MENU
Paneer Tikka Kadhai Masala,MENU
Masala Prawn,MENU
Veg Goan Curry,MENU
Pundabi Tadka Masala,MENU
Bell Pepper Soup,MENU
Rara,MENU
Chicken Peppercorn Ginger Sukka,MENU
Crispy Poori,MENU
Indian Sauce,MENU
Onion Salad,MENU
Lamb Chaat,MENU
Goan Prawns,MENU
Cheese Kofta,MENU
Kadhi,MENU
Chola - Bhatura,MENU
Cholas,MENU
Bhaturas,MENU
Chaat Pappri,MENU
Brar Sweets,MENU
Aloo Tikis,MENU
Chickpeas With Fried Bread,MENU
Rot Pickle,MENU
Takeout Pakora,MENU
Dhoklas,MENU
Kachoris,MENU
Khachoris,MENU
Butter Chicken Roti,MENU
Goddamn Roti,MENU
Fruit Punch,MENU
Omlette,MENU
Wrap Bread,MENU
Butter Chicken Wrap,MENU
Coconut Noodle Soup,MENU
Malaysian Lhaksa,MENU
Spinach Chickpea Wrap,MENU
Coconut Curry Noodle,MENU
Bbq Chicken,MENU
Bbq Chicken Wrap,MENU
Coconut Cream Noodles,MENU
Barata Wrap,MENU
Chili Fries,MENU
Mango Sauce,MENU
Spinach And Chickpea Wrap,MENU
Spinach And Chickpea Curry,MENU
Achar,MENU
Seekh kebab,MENU
Whole Wheat Parathas,MENU
Coconut Cream Noodle Soup,MENU
Gravy,MENU
Whole Wheat Paratha,MENU
Whole Wheat Roti,MENU
Seekh kebab Wraps,MENU
Butter Chicken Warp,MENU
Carrot Pickle,MENU
Pizza Pizza,MENU
Paratha Wrap,MENU
Pickled Veg,MENU
Zafrani Palau,MENU
Coconut Milk Soup,MENU
Noodle Soup,MENU
Bbq Chicken Poutine,MENU
Chickpea And Spinach Wrap,MENU
Potato Chickpea Wrap,MENU
Ach And Chick Pea,MENU
Wheat Naan,MENU
Poutine,MENU
Creamy Coconut Curry,MENU
Curry Soup,MENU
Seekh kebab Beef,MENU
Chicken Curry Wraps,MENU
Spicy Beef Wrap,MENU
Bbq Chicken Tikka Wrap,MENU
Jaipur,MENU
Grouper Konkani,MENU
Vegetable Paneer,MENU
Dahi Vaada,MENU
Kebab Platter,MENU
Chicken Tikkas,MENU
Daal Panchtaran,MENU
Yellow And Orange Daals,MENU
Ti,MENU
Diawli Special,MENU
Vindaloo Curries,MENU
Ghee,MENU
Eggplant Medallion,MENU
Sweet Tomato Sauce,MENU
Spicy Yellow Lentil Dish,MENU
Wild Rice,MENU
Jaipur Grille,MENU
Onion Bhajias,MENU
Glaub Jamun,MENU
Dahi Bhalla Chaat,MENU
Dahi Bhalla,MENU
Rogan Josh Lamb,MENU
Onion Puree,MENU
Cheese Sandwich,MENU
Dahi Vada Chaat,MENU
Chole Dal,MENU
Tomato / Onion Sauce,MENU
Daal Panchratan,MENU
Yellow Lentils,MENU
Subzi Malai Methi,MENU
Bhindi Rajasthani,MENU
Fried Okra,MENU
Seesh Kebab,MENU
Curry Dish,MENU
Cassata Ice Cream,MENU
Jaipur Grill,MENU
Konkani,MENU
Shrimp Massala,MENU
Spicy Mint Sauce,MENU
Cashew Salad,MENU
Tandoori Chicken Wings,MENU
Kama Sutra,MENU
Ginger Chkn Tikka,MENU
Prawn Masala,MENU
Curried Vegetables,MENU
Baingan Kashmiri,MENU
Hara Kebab,MENU
Goan Shrimps,MENU
Chicken Pahadi,MENU
Mixed Tandoori,MENU
Mango Shrimp,MENU
Mango Margarita,MENU
Papal Paneer,MENU
Peshawari Kabab,MENU
Meat Thali,MENU
Tikka Misala,MENU
Sik Kabab,MENU
Beef Tandoori,MENU
Peshawari Kadhai,MENU
Ghulab Jaman,MENU
Tandoori Grill Fish,MENU
Tandoori Paneer,MENU
Tandoori Char,MENU
Tandoori Beef,MENU
Chaat Samosa,MENU
Roghan Josh,MENU
Chicken Shahikorma,MENU
Salmon Masala,MENU
Chinese Sweet And Sour Chicken,MENU
Veggie Or Meat Thali,MENU
Daal Soup,MENU
Chicken Thali,MENU
Chicken Kashmiri,MENU
Dal Soup,MENU
Poulet Tikka,MENU
Greasy,MENU
Maison India,MENU
E,MENU
Cream Butter Curry Chicken,MENU
Tahli,MENU
Thali Lunch,MENU
Papri Chaat,MENU
Malai Chicken,MENU
Kebab Donair,MENU
Sheesha,MENU
Shisha,MENU
Hot Puris,MENU
Pickled Veggies,MENU
Cheese Filled Bread,MENU
Spicy Yogurt Dipping Sauce,MENU
Spicy Paneer,MENU
Dabeli,MENU
Dahi Poori,MENU
Channa Batura,MENU
Undhiya,MENU
Aam Ras,MENU
Chicken Biryani Rice,MENU
Kutchi Dabeli,MENU
Bhatura Sabzi,MENU
A,MENU
Roni,MENU
Chicken Brainy,MENU
Veggie Rice,MENU
Thalis,MENU
Bhel,MENU
Milk,MENU
Channa Bhatura,MENU
Spicy Dabeli,MENU
Coconut Barphi,MENU
Pan,MENU
White Flour Fried Bread,MENU
Mini Thali,MENU
Aloo Puri,MENU
Chole Rice,MENU
Mango Lasssi,MENU
Aloo Curry,MENU
Hawaiian Bun,MENU
Kati Roll Paneer,MENU
Special Platter,MENU
Pav,MENU
Paneer Gravy,MENU
Fry Bread,MENU
Chikoo Milkshake,MENU
Punjabi Thali,MENU
Namaste Special Platter,MENU
Cookies,MENU
Frankie Roll,MENU
Namaste Sampler Platter,MENU
Aaloo Paratha,MENU
Mirchi Bhaji,MENU
Mix Platter Thali,MENU
Beetle,MENU
Tandoori Combo,MENU
Mango Lissa,MENU
Syrupy Sauce,MENU
Chole Bhature,MENU
Lamb Sheek Kabaab,MENU
Kabaabs,MENU
Veg Pulav,MENU
Indian Bhel,MENU
Paranthas,MENU
Paneer Frankie,MENU
Poori Aloo,MENU
Pooris,MENU
Om,MENU
Kachi Dabali,MENU
Pulav,MENU
Sev Dahi Chaat,MENU
Channa Natural,MENU
Namaste,MENU
Fruit Smoothie,MENU
Fennel Tea,MENU
Paneer Tandoori,MENU
Bhelpuri,MENU
Sev Puri,MENU
Biryani Masala,MENU
Tacos,MENU
Chips,MENU
Jeera Pulao,MENU
Veggie Mixed Rice,MENU
Pickled Vegetables,MENU
Fennel Ice Cream,MENU
Chickpea Curry Combo,MENU
Chicken Sheek Kabab,MENU
Chichen,MENU
Bhatoora Bread,MENU
Bhatoora,MENU
Dhaal Tadka,MENU
Lamb Vindaoo,MENU
Green Salad,MENU
Kathi Rolls,MENU
Tomato Bisque Soup,MENU
Garlic Chutney,MENU
Vegi Thali,MENU
Non - Vegi Thali,MENU
Khasta Kachories,MENU
Galar Halwa,MENU
Pani - Puri,MENU
Pani,MENU
Boneless Chicken Breast,MENU
Mixed Vegetables Jalfrazi,MENU
Murg Tikka,MENU
An Bread,MENU
Palak Naan,MENU
Spinach Bread,MENU
Malai Kebab,MENU
Black Lentil Dish,MENU
Tadka Dal,MENU
Shrimp Grilled,MENU
Goa Fish Curry,MENU
Watery Curry Sauce,MENU
Ragu,MENU
Blonde Taj,MENU
Hal Beer,MENU
Amber Beer,MENU
kebab Meat Platter,MENU
Butterchicken,MENU
Dahi,MENU
Blonde Beer,MENU
Tondoori Chicken,MENU
Ginger Mojito,MENU
Vegetable Jalfraze,MENU
Green And Red Sauce,MENU
Stir - Fried Jalfraze Veggies,MENU
Butter Naann,MENU
Lamb Jalfrezi,MENU
Yellow Lentil Dish,MENU
Karari Bhindi,MENU
Bhati Chicken,MENU
Rasmali,MENU
Vegetable Skewers,MENU
Potato Patties,MENU
Spicy Chicken Mikka,MENU
Lamb Patties,MENU
Spiced Eggplant,MENU
Marinara Sauce,MENU
Guntur Chicken,MENU
Paneer Till,MENU
Veggie Salad,MENU
Paneer Chaat,MENU
Kurkuri Bhindi,MENU
Crispy Okra,MENU
Manchurian Cauliflowers,MENU
Amritsari Machli,MENU
Fish Tandoor,MENU
Chicken ChettiNaand,MENU
Bhindi Sabzi,MENU
Crispy Bhindi,MENU
Mixed Bbq Plate,MENU
Cripsy Bhindi,MENU
Plain Lassi,MENU
Garlic Naans,MENU
Bindi,MENU
Bhelpurifor Snacks,MENU
Chicken Bryianni,MENU
Buttered Chicken,MENU
Lamb Tikka,MENU
Kingfisher,MENU
Meats,MENU
Lamb Pieces,MENU
Lamb Birmani,MENU
Stir - Fried Rice,MENU
Allogobi,MENU
Tender Chicken Tikka,MENU
Hot Platter,MENU
Bombay Bhel,MENU
Bombay Grill,MENU
Bombays,MENU
Lam Vindaloo Mint Tikka,MENU
Chic Tikka,MENU
Mint Tikka,MENU
Bombay Chutney,MENU
Boneless Chicken Pieces,MENU
Butter Sauce,MENU
Garlic Rendition,MENU
Crisp,MENU
Paneer Tikka Skewers,MENU
Bhaingan Bharta,MENU
Royal Platter,MENU
Yogurt And Mint Chutney,MENU
Karahi Beef,MENU
Madras Beef,MENU
Behr Poori,MENU
Prawn Vindaloo,MENU
Hot Appetizer Platter,MENU
Veggies Samosa,MENU
Beef And Veggie Samosa,MENU
Veggie Sammies,MENU
Beef Sammies,MENU
Tender Beef Pieces,MENU
Beef Rongenjosh,MENU
Liquor,MENU
Plain Old Rice,MENU
Palao Rice,MENU
Tadoori,MENU
Dirai,MENU
Yoghurt Base Sauce,MENU
Sweet Naan Bread,MENU
Beef Madras,MENU
Panera Bread Tomato Soup,MENU
Tomato Rasam,MENU
Kodi Vepudu,MENU
Spiced Paneer,MENU
Tender Rice,MENU
Tandoori Turkey,MENU
Cut Mirchi,MENU
Butter Scotch Pastry,MENU
Set Dosa,MENU
Veg Chowmein,MENU
Vada Sambhar,MENU
Rava Masala Dosa,MENU
Idly Manchurian,MENU
Bisibele,MENU
Chiilies,MENU
Lentil Batter,MENU
Paella,MENU
With Panir,MENU
Dal Fry,MENU
Vodka,MENU
Muttar Panir,MENU
Tandoori Combo Platter,MENU
Navaratan Korma,MENU
Gobu Manchurian,MENU
Eggless Cakes,MENU
Non Veg Platter,MENU
Steam Rice,MENU
Chicken Dosa,MENU
Mutton Kebab,MENU
Black Forest Cake,MENU
Tika Masala Paneer,MENU
Tava Fish,MENU
Aloo Gobi Masala,MENU
Briani,MENU
Apolla Fish,MENU
Idli Manchuria,MENU
Andhra Spicy Dosa,MENU
Egg Biryanis,MENU
Arian,MENU
Fried Veggie Balls,MENU
Hyderabadi Chicken Biryani,MENU
Mysore Masala,MENU
Bhuna,MENU
Dahi Paapdi,MENU
Non - Veg Tandoori Platter,MENU
Sarvana Bhavan,MENU
Chicken Sangrilla,MENU
Kheema Naan,MENU
Navratan,MENU
Daal Fry,MENU
Lamb Naan,MENU
Garlic And Onion Naan,MENU
Fried Vegetable,MENU
Mixed Grille,MENU
Shrimp Saag,MENU
Cut Mirchi Bajji,MENU
Jalapeno Fritters,MENU
Pakoda,MENU
Chocolate Kiwi Cake,MENU
Gongura Lamb,MENU
Gonrua,MENU
Hash,MENU
Chicken 52,MENU
Mixed Tandori Grill,MENU
Chicken With,MENU
Lentil Donuts,MENU
Fried Spicy Cauliflower,MENU
Chicken Chittenado,MENU
Bready Poori,MENU
Green Chile And Cheese Naan,MENU
Grilled Cheese Flatbread,MENU
Special Biryanni,MENU
Biryanni,MENU
Bagara Baingan,MENU
Yellow Curry,MENU
Chicken Butter,MENU
Creamy Korma Sauce,MENU
Goat Chettinaad,MENU
Mulligawnee Soup,MENU
Goat Dish,MENU
Chutness,MENU
Zeera Rice,MENU
Angara,MENU
Indian Pastry,MENU
Saan Paneer,MENU
Creamy,MENU
Cinnamon Rice,MENU
Tikka Masala Chicken,MENU
Curry Chickens,MENU
Panner Tikka,MENU
Peshawari Naan,MENU
Chicken Coconut Curry,MENU
Garlic Naan Breard,MENU
Gulab Jamen,MENU
Sabado,MENU
Garlic Naam,MENU
Gulab Gamun,MENU
Mint Chutneys,MENU
Galib Jamun,MENU
Onions,MENU
Curry Leaf,MENU
Veggie Somosa,MENU
Chicken Tikki Mas,MENU
Sautéed Cabbage,MENU
Tika Marsala,MENU
Lamb Mutter,MENU
Chicken Tikkamasala,MENU
Meat Naan,MENU
Handi Chicken,MENU
Ginger Garlic Sauce,MENU
Biryani Lamb,MENU
Garlic Naana,MENU
Creamy Spicy Sauce,MENU
Handi Lamb,MENU
Eggplant Vegetarian Dish,MENU
Mulligawty Soup,MENU
Curry Pot,MENU
Garlic And Plain Naan Bread,MENU
Lamb Byrani,MENU
Meat Samosas,MENU
Sizzling Chicken Tikka,MENU
Dhanyavaad,MENU
Roti Breads,MENU
Mix Veg,MENU
Mutton Gravy,MENU
Garlic And Keema Naan,MENU
Mango Curry,MENU
Lamb Vanderloo,MENU
Potato Samosas,MENU
House Salad,MENU
Combo,MENU
Spicy Coconut Curry,MENU
Veggie Cakes,MENU
Fritters,MENU
Cream And Onion Sauce,MENU
Biriani,MENU
Parata,MENU
Mint Chicken,MENU
Chicken Tikka Mandala,MENU
Mango Lasso,MENU
Riata,MENU
Creamy Yogurt And Cucumber Sauce,MENU
King Fisher Beer,MENU
Red Chicken Curry,MENU
Ghana Masala,MENU
Josh,MENU
Fried Doodles,MENU
Fried Thingies,MENU
Bhautra,MENU
Chick,MENU
Coconut Curry Chicken,MENU
Lamb Buna,MENU
Desert Dumplings,MENU
Muchroom Masala,MENU
Chicken Korna,MENU
And Peas Samosas,MENU
Sweet Donut Balls,MENU
Manjo Lassi,MENU
Magno Lassi,MENU
Lamb Tkka,MENU
Navaratan Kurma,MENU
Shrimp Paneer,MENU
Creamy Vegetable,MENU
Garlic Shrimp,MENU
Peas Pilau,MENU
Spicy Green Pepper Naan,MENU
Vegetarian Potato Dumplings,MENU
Lamb Curries,MENU
Tandori,MENU
Mango Curry Chicken,MENU
Vegetable Manchurian,MENU
Lamb Rohan Josh,MENU
Lamb Rogas Josh,MENU
Green Side Sauce,MENU
Plain Naann,MENU
Aloo Pratha,MENU
Yellow Dal Soup,MENU
Spicy Shrimp Coconut Curry,MENU
Pea Palau,MENU
Indian Rice Pudding,MENU
Sauvignon Blanc,MENU
Spicy Mint Chutney,MENU
Dahl Makhani,MENU
Bone Pieces,MENU
Basil,MENU
Indian Curry,MENU
Spicy Chili Garlic Naan,MENU
Aloo Saag,MENU
Yellow Rice,MENU
Lentil Wafers,MENU
Tika,MENU
Chicken Tikki,MENU
Masala Mild,MENU
Chicken Kebab,MENU
Kata Gravy,MENU
Mutton Paya,MENU
Roti Pachadi,MENU
Vege Korma,MENU
Pakwan Special Biryani,MENU
Andhra Chepala Pulusu,MENU
Mixed Pakora,MENU
Cashew Curry,MENU
Chic Tikka Masala,MENU
Chicken 65 Biryani,MENU
Mysore Bonda,MENU
Sore Bonda,MENU
Peppers,MENU
Veg Ulava Charu Biryani,MENU
Bawarchi,MENU
Onion Biryani,MENU
Mirchi Bhajji,MENU
Archana Chicken,MENU
Lemon Achar,MENU
Pakwan Biryani,MENU
Goat Meat,MENU
Bonda,MENU
Fish Fry,MENU
Garlic Na,MENU
An,MENU
Boneless Chicken Biryani,MENU
Chicken Byrani,MENU
Meat Samosa,MENU
Chicken Mahkani,MENU
Plain Byrani Rice,MENU
Black Pepper,MENU
Cut Mirchi Stuffed,MENU
Lamb kebab,MENU
Lamb Skewers,MENU
Gulab Jumun,MENU
Creamy Curry Sauce,MENU
Goat Haleem,MENU
Okra Masala,MENU
Dum Biryani,MENU
Andra Chicken Fry,MENU
Beef Chilli,MENU
Beef Chilli Fried Rice,MENU
Szechuan Fried Beans,MENU
White Rice Noodles,MENU
Rice Noodles,MENU
Soy Sauce,MENU
Gong Chow Ngor Haw,MENU
Vege Thali,MENU
Paav Bhaji Gulab Jamun Parathas Badam Milk,MENU
Ghobi,MENU
Imarti,MENU
Satyanarayana Puja,MENU
Veg Pulao,MENU
Mixed Vegetable Curry,MENU
Boondi Raita,MENU
Rajdhani,MENU
Reads,MENU
Veggie Thali,MENU
Achari Paneer,MENU
Mango And Plain Lassis,MENU
Muter Paneer,MENU
Methi Malai Gravy,MENU
Paneer Achari,MENU
Tava Roti,MENU
Sabzis,MENU
Manchurian Fish,MENU
Chicken Hakka Noodles,MENU
Mango Salad,MENU
Crispy Wontons,MENU
Manchurian Shrimp,MENU
Manchurian Beef,MENU
Stir Fry Bok Choy,MENU
Spicy Garlic Tofu,MENU
Plum Sauce,MENU
Crispy Sesame Beef,MENU
Vegetarian Rice,MENU
Shrimp Wontons,MENU
General Tso Chicken,MENU
Sesame Crispy Chicken,MENU
Chicken Beef Shrimp Chow,MENU
Vegetable Chow Mein,MENU
Chicken Wontons,MENU
Shrimp Green Curry,MENU
Crispy Chicken,MENU
Chicken Tandoori Chowmein,MENU
Chicken And Corn Soup,MENU
Tom - Yum Soup,MENU
Spring Rolls Vegetables,MENU
Sesame Crispy Beef,MENU
Sesame Beef,MENU
American Chopsy,MENU
Veg Curries,MENU
Tandoori Chicken Chow Mein,MENU
Tandoori Chicken Fried Rice,MENU
Chili Chicken Gravy,MENU
Sweet Sauce Pakora,MENU
Chili Oil Garlic Hot Sauce,MENU
Hot - Garlic Sauce,MENU
Tom Yum,MENU
Singapore Rice Noodles,MENU
Shrimp Pieces,MENU
Garlic Chicken Pakora,MENU
Pad Thai Chicken,MENU
Chilli Beef,MENU
Margarita Pizza,MENU
Allo Gobi,MENU
Gulam,MENU
Spaghetti Carbonara,MENU
Napoleon Pizza,MENU
Blt,MENU
Pasta Carbonara,MENU
Veggi Samosas,MENU
Lobster Bisque,MENU
Garlic Aïoli,MENU
Belgian Beers,MENU
Oyster Stew,MENU
Ribs,MENU
With Sausage,MENU
Strawberry Cheesecake,MENU
Cheesecake,MENU
Risotto,MENU
Short Ribs,MENU
Bok Choy,MENU
Tikka Masala Grilled Cheese,MENU
Beef Wellington,MENU
Rabbit Masala,MENU
Impossible Meat,MENU
Tikka Grilled Cheese,MENU
Gin Cocktails,MENU
Gin Cocktail,MENU
Mali Kofta,MENU
Bread Plate,MENU
Curried Chicken Popover,MENU
Poached Egg,MENU
Scotch Eggs,MENU
Porridge,MENU
Daaaaaaamn,MENU
Mimosa,MENU
Mini Bagels,MENU
Vodkas,MENU
Lamb Lollies,MENU
Tartar Sauce,MENU
Needle,MENU
Jackfruit Curry,MENU
Goji Manchurian,MENU
Lamb Lollis,MENU
Macaroon,MENU
Gin Mixed,MENU
Bbq Jack Fruit Sliders,MENU
Bbq Pulled Pork,MENU
Blackberry Bramble,MENU
Curried Coconut Tomato Bisque,MENU
Bisque,MENU
Cheesecake Poof,MENU
Fruit Puree,MENU
Curried Jackfruit,MENU
Lamb Lollipops,MENU
Thin Noodles,MENU
Spicy Fried Paneer,MENU
Beef Tenderloin,MENU
Gastritis,MENU
Seared Scallop Soup,MENU
Wellington,MENU
Puff Pastry,MENU
Lemon Gin,MENU
Pin,MENU
Grilled Cheese / Coconut Tomato Soup,MENU
Bangers,MENU
Mash,MENU
Charcuterie,MENU
Chicken Pot Pie,MENU
Curry Fries,MENU
Masala Perogies,MENU
Ned Beer,MENU
Sweet Waffle,MENU
Pondicherry French Toast,MENU
Gin,MENU
Kiawano,MENU
Curried Coconut Soup,MENU
Bramble,MENU
Martini,MENU
Oat Cakes,MENU
Oats,MENU
Oat Cake Dinner,MENU
Raj Mimosa,MENU
Brunch With Rita,MENU
Bagel Bites,MENU
Bagel,MENU
Chicken Tikka Grilled Cheese,MENU
Tomato Bisque,MENU
Beef Wellington Bites,MENU
Maila Kofta,MENU
Koftas,MENU
Hearty Indian Sauce,MENU
Fizz,MENU
Lotus Blossom,MENU
Chicken Curry Pot Pie,MENU
Roasted Vegetable,MENU
English Cheese,MENU
Soda Bread,MENU
Cherry Jam,MENU
Spring Onion Cream Cheese,MENU
Ricky,MENU
BaNaana Bread,MENU
Butternut Squash Ice Cream,MENU
Fried Sweet And,MENU
Potato Balls,MENU
Tikka -,MENU
