Name,Label
Andhra Masala Dosa,MENU
Alle Karte,MENU
Dal Makhni,MENU
Tandoori Rotis,MENU
Vada,MENU
Chole,MENU
Gobi Manchurian,MENU
Pepper Chicken,MENU
Schezwan Veg Fried Rice,MENU
Cauliflower Curry,MENU
Vegetable Samosas,MENU
Pickle,MENU
Chettinaad,MENU
Chettinad,MENU
Chciken Tndooribis,MENU
Palak - Paneer,MENU
Chicken Biryaani,MENU
Veggie Manchurian,MENU
Chicken Manchurian,MENU
Samosa Chat,MENU
Mutton Chukka,MENU
Chilly Paneer,MENU
Paratha Bread,MENU
Vegetarian Curries,MENU
Veggie Curry,MENU
Vegan Curries,MENU
Gobi Machurian,MENU
Chicken Chetinaad,MENU
Kashmiri Naan,MENU
Chettinad Cusine,MENU
Veg Hakka Noodles,MENU
Kotthu Paratto,MENU
Spciy Chicken Garvy,MENU
Cheese Uttapam,MENU
Gobi Chettinaad Masala,MENU
Golab Jamun,MENU
Jamun Golab,MENU
Potato Dosa,MENU
Tikka Sauce,MENU
Kothu Paratha,MENU
Chicken Kurma,MENU
Chili Fish,MENU
Pani Pori,MENU
Pappadums,MENU
Chicken Khoulapouri,MENU
Rata,MENU
White Bread,MENU
Sambar Soup,MENU
Paneer Butter Curry,MENU
Veg Binaloo,MENU
Buttered And Garlic Naan,MENU
Coconut Special Dosa,MENU
Gulab Jabun,MENU
Samosa Chaat,MENU
Bhel Poori,MENU
Wada,MENU
Butter Chicken Gravy,MENU
Rassam,MENU
Baingan Bartha,MENU
Chole Palak,MENU
Egg Masala,MENU
Crispy Dosa,MENU
Spicy Vegetable Soup,MENU
Garlic Butter Naan,MENU
Tikka Masala Sauce,MENU
Medu Vada,MENU
Sambaar,MENU
Plain Yogurt Rice,MENU
Onion Rava Dosa,MENU
Chaats,MENU
Yogurt And Tamarind Sauce,MENU
Pappadi,MENU
Uttappam,MENU
Masala Poori,MENU
Vadas,MENU
Chili Bhaji,MENU
Mixed Veg Curry,MENU
Hot Chicken,MENU
Vegetarian Dosa,MENU
Yellow Dal,MENU
Fruit,MENU
Sweet Corn Chicken Soup,MENU
Gulab Jaman,MENU
Chettinaad Chicken Curry,MENU
Onion Tomato Uthappa,MENU
Uthappa,MENU
Crab Curry,MENU
Crab,MENU
Custard,MENU
Pratak,MENU
Chicken Pratak,MENU
Sweet Korma,MENU
Bone - In Chicken Spinach Dish,MENU
Chilli Chicken Pepper Chicken,MENU
South,MENU
Chicken Curry Fish,MENU
Chama Masalla,MENU
Kadai,MENU
Coconut Chicken,MENU
Kadahi Chicken,MENU
Chicken Aloo Gobi,MENU
Mixed Rice,MENU
Pastries,MENU
Aloo Bhindi,MENU
Potato,MENU
Navratan Korma,MENU
Rry,MENU
Aloo Channa,MENU
Dal Tarka,MENU
Malai Veggies,MENU
Rice Pilaf,MENU
Mint Chutney,MENU
Black Bean Curry,MENU
Yogurt Chicken,MENU
Red Beans,MENU
Tzatziki Sauce,MENU
White Chucks,MENU
Tender White Chicken,MENU
Vegetable Jalfrezi,MENU
Chicken Thighs,MENU
Maharani,MENU
Uces,MENU
Boiled Chicken,MENU
Finni,MENU
Diet Coke,MENU
Peas,MENU
Palak,MENU
Lamb Spiced Barbecue Kana Masala,MENU
Kingfisher Lagers,MENU
Dian Beers,MENU
Tandoori Lamb,MENU
Curried Lamb,MENU
Veggie,MENU
Mixed Maharani Tandoori,MENU
Bajii,MENU
Lemon Pickle,MENU
Vegetable Masala,MENU
Mushroom Mutter,MENU
Kadhai Paneer,MENU
Tandoori Lamb Chops,MENU
Lamb Chop,MENU
Murg Tikka Masala,MENU
Murg Vindaloo,MENU
Murg Lajwab,MENU
Mango Ginger Dish,MENU
Murg,MENU
Creamed,MENU
With,MENU
Brown,MENU
Spicy Rice,MENU
Potato Cake,MENU
Spicy Pepper Chicken,MENU
Dessert,MENU
Kahdai Murg,MENU
Aloo Matar,MENU
Poori,MENU
Curry Sauce,MENU
Long,MENU
Tomato Curry Sauce,MENU
Paneer Makhni,MENU
Watery Tamarind Sauce,MENU
Shahi Korma,MENU
Almond Sauce,MENU
Vegetable Tikka Masala,MENU
Murg Curry,MENU
Papaadam,MENU
Lamb Mango,MENU
Gobhi Manchurian,MENU
Shrimp Tandoori,MENU
Tangy Sauce,MENU
Pekora,MENU
Malai Kabab,MENU
Chilly Chicken,MENU
Soya Sauce,MENU
Murgh Biryani,MENU
Kadhai Murgh,MENU
Kadhai Chicken,MENU
Chaat Papri,MENU
Mushroom Pakora,MENU
Aromatic Biryani,MENU
Mint Sauce,MENU
Tikka Masal,MENU
Indaloo,MENU
Tiki Marsala Sauce,MENU
Vegetable Me Pakora,MENU
Garam Marsala,MENU
Vegetarian Meatballs,MENU
Garlic Naann,MENU
Creamier Sauce,MENU
Palak Planner,MENU
Mint Paratha,MENU
Alloo Goobi,MENU
Chicken Momo,MENU
Lam Vindaloo,MENU
Chicken Chili,MENU
Hot Mango Chicken,MENU
Mango Chicken,MENU
Aloo Cauliflower,MENU
Pulau,MENU
Chicken Momos,MENU
Momos,MENU
Dumplings,MENU
Hot & Spicy Chicken Wings,MENU
Pulao Rice,MENU
Butter Chicks,MENU
Potato Egg Roll,MENU
Spicy Curry,MENU
Sweet Vegetable,MENU
Lamb Vindalo,MENU
Flower,MENU
Tikkas,MENU
Breast Pieces,MENU
Paneer Pieces,MENU
Palak Panner,MENU
Cottage Cheese,MENU
Chicken Karai,MENU
Chicken Tikka Malasa,MENU
Thali -,MENU
Mixed Veg Korma,MENU
Sala,MENU
Veggies,MENU
Thai Fried Ice Cream,MENU
Goat Gong,MENU
Goat Curries,MENU
Gulab Jamu,MENU
Carrot Halwa,MENU
Cauliflower Korma,MENU
Spinach Dal,MENU
Goat Pepper Fry,MENU
Goat Gongura,MENU
Shrimp Chettinad,MENU
Cauliflower,MENU
Mothichoor Ladoo,MENU
Rabdi,MENU
Palak Chaat,MENU
Goat Gongurra,MENU
Gongura Chicken,MENU
Mango Mastani,MENU
Creamy Tikka Masala,MENU
Apollo Fish,MENU
Marsala,MENU
Goat Gungura,MENU
Milkshake Mango Lassi,MENU
Mothichoord Ladoo,MENU
Pepper Fry,MENU
Kahari,MENU
Snake Gourd Daal,MENU
Bhindi,MENU
Fry,MENU
Sev,MENU
Karahi Paneer,MENU
Goat Plate,MENU
Andrhra Pulusu,MENU
Mint Masala Soda,MENU
Kedai Paneer,MENU
Veg Korma,MENU
Mint Masala Drink,MENU
Shrimp ChettiNaand,MENU
Coconut / Poppy Seed Curry,MENU
Chicken Gongura,MENU
Hot And Sour Curry,MENU
Gongura,MENU
Tandoori Chicken kebab,MENU
House Naan,MENU
Palak Chat,MENU
Spinach Chaat,MENU
Punjabi Curry,MENU
Tandoori Cooked,MENU
Shahi Tukra,MENU
Fried Bread,MENU
Brown Rice,MENU
Zer,MENU
Shrimp Karahi,MENU
Paneer Mutter,MENU
Chana Dal,MENU
Fried Fish,MENU
Gongura Curry,MENU
Raju Gari Kura,MENU
Karahi,MENU
Rajugari,MENU
Masala House Naan,MENU
Vegetable kebab,MENU
Vegetable Rice,MENU
Pepper Shrimp Fry,MENU
Goat Karahi,MENU
Motichur Laddu,MENU
Malai kebab,MENU
Motichoor,MENU
Goat Karahi Curry,MENU
Shahi Tukda,MENU
Masalas,MENU
Vindaloos,MENU
Garlic - Cilantro Naan,MENU
Tandoori Grill,MENU
Jaipuri Mixed Vegetables,MENU
Ori Grill,MENU
Fish Tikka Masala,MENU
Prawn Coconut Curry,MENU
Tandoori Grille,MENU
Vegetable Curry Sauce,MENU
Tomatoe Soup,MENU
Fish Vindaloo,MENU
Goat Rogan Josh,MENU
Chicken Dhansak,MENU
Meat,MENU
Garlic And Butter Naan,MENU
Honey Butter Chicken,MENU
Tomato Soup,MENU
Potato Dumplings,MENU
Paneer Tikka Starter,MENU
Aloo Tikki Chat,MENU
Pizzas,MENU
Na,MENU
Chicken Jalfrezi,MENU
Chicken Kabab Masala,MENU
Tali,MENU
Somosa,MENU
Beef Seekh Kabab,MENU
Minced Beef,MENU
Chicken Jalfrazi,MENU
Boneless Lamb Karahi Gravy,MENU
Boneless Lamb,MENU
Roghani Naan,MENU
Masala Tea,MENU
Chicken Leg,MENU
Kabab Rolls,MENU
Afghani Chicken,MENU
Doori,MENU
Veggie Curries,MENU
Chicken Biryiami,MENU
Tofu Matar Curry,MENU
Naan Garlic Bread,MENU
Mango Lasi,MENU
Keema Mater,MENU
Mango Icecream,MENU
Beef Korma,MENU
Masala Sauce,MENU
Chicken Platter,MENU
Vegetable And Paneer Pakora,MENU
Aloo Gobhi,MENU
Bismati Rice,MENU
Lassis,MENU
Mixed Grill,MENU
Ginger Chicken,MENU
Indian Tea,MENU
Chicken Naan,MENU
Chicken Thigh,MENU
Ginger Shrimp,MENU
Tikki Masala Chicken,MENU
Keema Matar,MENU
Korma Lamb,MENU
Tandoori Shrimp,MENU
Sutra,MENU
Mahi Mahi,MENU
Meatball Curry,MENU
Veg Pakora,MENU
Pepsi,MENU
Chicken Vidaloo,MENU
Vidaloo,MENU
Chicken Mugalai,MENU
Mango Lassies,MENU
Potato Pakora,MENU
Draft Beers,MENU
Pea Curry,MENU
Zucchini,MENU
Mushroom Matter,MENU
Mango Drink,MENU
Poppadoms,MENU
Tandoor Fish,MENU
Char,MENU
Tiki Chicken Masala,MENU
Chippy Bread,MENU
Makhani,MENU
Coke,MENU
Masala Dish,MENU
Indian Milk Tea,MENU
Garbanzo Bean Chips,MENU
Madras Vegetables,MENU
Daal Maharani,MENU
Milk Tea,MENU
Sweet Bread Balls,MENU
Lamb Birayani,MENU
Siracha,MENU
Mango Kefir,MENU
Lamb Boti Masala,MENU
Chicken Makhani,MENU
Tandoori Chicken Pieces,MENU
Muttar Paneer,MENU
Paneer Tiki Masala,MENU
Basmati Rice Raita,MENU
Vegetable Puff,MENU
Califlower Patato,MENU
Chicken Tikka Marsala,MENU
Kihari Shrimp,MENU
Fried Cheese,MENU
And,MENU
Meatballs,MENU
Sappoint,MENU
Taj,MENU
Bengin Bharta,MENU
Fried Chicken Tenders,MENU
Murgh Makhani,MENU
Chicken Pokora,MENU
Tandoori Wings,MENU
Chicken Legs,MENU
Chicken Achari,MENU
Pickle Masala,MENU
Shahi Chicken Biiyanis,MENU
Karahi Lamb Laajwaab,MENU
Mumtaz Garden Chicken,MENU
Jalepeno Sauce,MENU
Shrimp Masala,MENU
Lamb Korba,MENU
Chicken Biryanis,MENU
Flavored Curry,MENU
Chcken,MENU
Lamb Massala,MENU
Garlic Naahn,MENU
Vegetable Pakoora,MENU
Combo Platters,MENU
Bombay Aloo,MENU
Tandori Chickens,MENU
Basamati Rice,MENU
Indian Rice,MENU
Sausage,MENU
Spinach Paneer,MENU
Sweet Rice Soup,MENU
Lassie,MENU
Ali Gobi,MENU
Curry Vegetables,MENU
Halva Carrot Pudding,MENU
Eggplant Stew,MENU
Mutton Curry,MENU
Paneer Marsala,MENU
Keema Matter,MENU
Tofu Matter,MENU
Pudding,MENU
Dding,MENU
Panneer Tikka Masala,MENU
Lamb Tikka Masala,MENU
Matter Paneer,MENU
Papadi Chat,MENU
Allotikki Chat,MENU
Vadapaav,MENU
Chutnies,MENU
Potato - Boondi,MENU
Snack,MENU
Chole Bhatura,MENU
Thaalis,MENU
Dahi Puri,MENU
Paneer Kati Wrap,MENU
Mango Lassi Vada Pav Pav Bhaji,MENU
Potato Curry,MENU
Green And Red Chutney,MENU
Thali Combo,MENU
Pickled Lemon,MENU
Paneer Butter Masala Combo,MENU
Paneer Kati Roll,MENU
Pavbhaji,MENU
Choley Bhatura,MENU
Paav Bhaji,MENU
Paneer Kathi Roll,MENU
Spice Chai,MENU
Chola Bhatura,MENU
Pao Bagji,MENU
Pao Badgji,MENU
Sabji,MENU
Choley Kathi Wrap,MENU
Choley,MENU
Coffee,MENU
Behl,MENU
Kaju Katli,MENU
Cham,MENU
Halwa Poori Bhaji,MENU
Blue / Green Sauce,MENU
Mint,MENU
Combo Thali,MENU
Ruchi,MENU
Paneer Wrap,MENU
Thali Butter Masala,MENU
Sweet Fruit Drink,MENU
Curry Combos,MENU
Samsos,MENU
Combo Chat,MENU
Bhel Phuri,MENU
Samosay,MENU
Curry Thali,MENU
Rose Lassi,MENU
Cane,MENU
Paneer Kathi Wrap,MENU
Vada Pay,MENU
Punjabi Chole,MENU
Curry Rasawala Aloo,MENU
Paneer Butter Masala Aloo Gobi Roti,MENU
Aloo Bondas,MENU
Tamarind Chutneys,MENU
Chats,MENU
Aloo Tiki Chaat,MENU
Mesa,MENU
Poori Sabji,MENU
Fruit Cake,MENU
Plum Cake,MENU
Jalebis,MENU
Paneer Roll,MENU
Bindi Masala,MENU
Eggplants,MENU
Bhatura,MENU
Paneer Kaati Wrap,MENU
Paneer Kaati Roll,MENU
Yogurt Mint Sauce,MENU
Kaati Wraps,MENU
Roti Bread,MENU
Galub Jaman,MENU
Donuts,MENU
Donut,MENU
Mandarin Fish,MENU
Chili Shrimp,MENU
Chili - Chicken,MENU
Schewan Vegetable Fried Rice,MENU
Paneer Chilli,MENU
Mixed Veggies,MENU
Manchurian Rice,MENU
Mini Spring Roll,MENU
Spicy Garlic Chicken,MENU
Garlic Spicy Chicken,MENU
Fried Chicken Pieces,MENU
Garlic / Vinegar / Sugar Sauce,MENU
Pineapple Fried Rice,MENU
Breaded Chicken,MENU
Paneer With Chili,MENU
Deep Fried BaNaana Dessert,MENU
Vanilla Ice Cream,MENU
Egg Flower Mushroom Soup,MENU
Yellow Sauce,MENU
Chopped Jalapeno Sauce,MENU
Saucey,MENU
Tikka Chicken,MENU
Sampling Platter,MENU
Somosas,MENU
Chicken Tandori,MENU
Mantra Masla,MENU
Mantra Masala,MENU
Dewane Handi,MENU
Chicken Tiki Marsala,MENU
Dark Chicken Curry,MENU
Mantra,MENU
Bazari Chicken,MENU
Barah Kabab,MENU
Creamy Tomato Sauce,MENU
Mixed Grilled,MENU
Chick Tikka Masala,MENU
Tandoor Mixed Grill,MENU
Mango Pickle,MENU
Veggie Basil Curry,MENU
Sag Paneer,MENU
Mix Grill,MENU
Onion Bhaji,MENU
Mantra Mixed Grill,MENU
Barah kebab,MENU
Chicken Bazari,MENU
Masala Chai Tea,MENU
Spiced Chai Tea,MENU
Bistro,MENU
Chicken Mantra,MENU
Lamb Tandoori,MENU
Chicken Sag,MENU
Sag,MENU
Pagdi Chat,MENU
Lamb Mantra,MENU
Tender Lamb,MENU
Garlic Cream Sauce,MENU
Mantra Masala Appetizer Sampler,MENU
Batter Fried Chicken Item,MENU
Masada Sauce,MENU
Buffalo Wild,MENU
Deewane Handi,MENU
Veggie Khurma,MENU
Khurma,MENU
Khorma,MENU
Green Dipping Sauce,MENU
Chicken Sagg,MENU
Dwane Handi,MENU
Eggplant Dish,MENU
Garbanzo Beans,MENU
Lamb Korma Curry,MENU
Paleek Paneer,MENU
Garlic Chips,MENU
Samosa Garlic Naan,MENU
Padpi Chat,MENU
Crusty Naan Bread,MENU
Aloo Tikka,MENU
Tomatoey Vindaloo,MENU
Potato Chaat,MENU
Vegi Basil Curry,MENU
Iced Tea,MENU
Spicy Vindaloo,MENU
Baked,MENU
Mixed Vegetable Dumplings,MENU
Creamy Spiced Sauce,MENU
Leavened Bread,MENU
Mussels Mantra,MENU
Popi - Chat,MENU
Pasatico Ice Cream,MENU
Shrimps,MENU
Vegetable Basil Curry,MENU
Karaoke,MENU
Onion Culcha,MENU
Samosa Mixed,MENU
Chicken Tikka Masla,MENU
Taj Beer,MENU
Mago Lassi,MENU
Mantra Marsala,MENU
Badam Lassi,MENU
Mango Smoothie,MENU
Kichdi,MENU
Masala Chat,MENU
Basil Vegetable,MENU
Chicken Marinated,MENU
Almond Curry,MENU
Chicken Tikka Tandoori,MENU
Chiken Tikka Masala,MENU
Mango Martini,MENU
Vegetable Spring Rolls,MENU
Daal Makhni,MENU
Aloo Chaat,MENU
Cottage Cheese And Vegetable Koftas,MENU
Gulab Jamin,MENU
Prawn,MENU
Sheekh Kebab,MENU
Chickpea Dishes,MENU
Kadi Pakora,MENU
Masala Coffee,MENU
Pappadams,MENU
Sweet And Sour Dipping Sauce,MENU
Pickled,MENU
Aromatic Navratna Korma,MENU
Kingfisher Beer,MENU
Tandoori Paneer Tikka,MENU
Makhani Sauce,MENU
Carrot Pickles,MENU
Prawn Marsala,MENU
Mango Dacquiris,MENU
Spinach & Cheese,MENU
Veg Dumplings,MENU
Papri Chat,MENU
Yellow Daal Makhani,MENU
Yellow Daalk Makhani,MENU
Yellow Kaali,MENU
Sabzees,MENU
Sizzling Tandoori Grill,MENU
King Prawns,MENU
Methi Chicken Tikka,MENU
Paapri Chat,MENU
Onion Dosa,MENU
Malabar Chicken Curry,MENU
Meen Kuzhambu,MENU
Porrota,MENU
Lk,MENU
Som,MENU
Mutton Curries,MENU
Devils,MENU
Dhosa,MENU
Chicken Lolly,MENU
Chicken Kothu Parotta,MENU
Payasam,MENU
Falooda,MENU
Egg Parotta,MENU
Mango Shake,MENU
Mutton Pepper Fry,MENU
Mutton Kothu,MENU
Kothu,MENU
Kothu Rotti,MENU
Paper Dosa Thali,MENU
Paper Dosa,MENU
Potato Masala Curry,MENU
Coconut Chutney,MENU
Tomato Chutney,MENU
Pineapple Kesari,MENU
Sweet Paan,MENU
Paan,MENU
Ceylon Egg Parotha,MENU
Mutton Dish,MENU
Attukal Soup,MENU
Spicy Chukka Biryani,MENU
Gulab Jamuns,MENU
Deep Fried Chicken Chettinad,MENU
Karaikudi Chettinad,MENU
Shredded Pepper Chicken,MENU
Onion Uttapam,MENU
Chicken Fried,MENU
Kingfish Fry,MENU
Anjappar Chicken,MENU
Egetable Kurma,MENU
Karaikuddi,MENU
Chicken Lollipop,MENU
Gulabjamun,MENU
Jerk Chicken,MENU
Jerk,MENU
Chettinnad,MENU
Crab Roast,MENU
Kerala Parotha,MENU
Chicken Chettinnad Roast,MENU
Chicken Varuval,MENU
Fish 65,MENU
Prawn Malabar Curry,MENU
Tomato Onion Uttapum,MENU
Paper Masala Dosa,MENU
Tomato Onion,MENU
Tomato Onion Chilli Uttapum,MENU
Chilli,MENU
Uttapum,MENU
Jalebi Barfi,MENU
Laddu,MENU
Tamardind Chutney,MENU
Spicy Chicken Curries,MENU
Chickpea Dish,MENU
Spinach Dish,MENU
Chicken Norma,MENU
Sweet Rice Pudding,MENU
Shai Paneer,MENU
Palk Sag,MENU
Kohinoor Somosa,MENU
Bhajjis,MENU
Vegitarian Thali,MENU
Smoothies,MENU
Mango Lasse,MENU
Veg Rice,MENU
Spicy Eggplant,MENU
Junglee Pakora,MENU
Sweet Mango Lassi,MENU
Aloo Palak,MENU
Zer Platter,MENU
Fried Mango Dessert,MENU
Haywards 5000 Beer,MENU
Kohinoor,MENU
Tofu,MENU
Vegetable Bhriyani,MENU
Mithai,MENU
Jalebi,MENU
Tandoori Dinner,MENU
Lamb Karahi,MENU
Butter Chickens,MENU
Tapioca,MENU
Roasted Okra,MENU
Sweet Onion Chn,MENU
Jamaican Beer,MENU
Eggplant Bhartha,MENU
Sahi Paneer,MENU
5000,MENU
Gulab,MENU
Jamun,MENU
Milk Candy,MENU
Custard Fruit Salad,MENU
Kachori,MENU
Kohi,MENU
Mango Pudding,MENU
Bindi Masla,MENU
Sweets,MENU
Chicken Rice,MENU
Samosas Pakora,MENU
Paratha Platter,MENU
Paneer Paratha,MENU
Palak Saag,MENU
Garlic Naaan,MENU
Chhole,MENU
Burfi,MENU
Marzipan,MENU
Baingan,MENU
Chicken Meatballs,MENU
Pakodas,MENU
Crispy Butter Naan,MENU
Dahi Papree,MENU
Aloo Tiki,MENU
Dahl,MENU
Baingan Bharta,MENU
Beef Meatballs,MENU
Hyderabadi Chicken Dum Biryani,MENU
Paneer Burji Dosa,MENU
Regular Dosa,MENU
Chinese Dosa,MENU
Chowpaty,MENU
Chaat Dosa,MENU
Mdh Chaat Masala,MENU
Chocolate Dosa,MENU
Chicken Ghee,MENU
Paneer Pakoda,MENU
Paneer Tikka Masala Kathi Roll,MENU
Kerala Brown Rice,MENU
Crispy Rice Pancakes,MENU
Mirchi Ka Salan,MENU
Manchurian Cauliflower,MENU
Mirchi Bajji,MENU
Dahi Vada,MENU
Paneer Tikka Roll,MENU
Madras Coffee,MENU
Coconut Drink,MENU
Vegetarian Appetizer Platter,MENU
Chicken Makani,MENU
Palek Paneer,MENU
A Chat,MENU
Vindaloo Curry Chicken,MENU
Fried Patty,MENU
Korba,MENU
Cake,MENU
Potatoe / Pea Curry,MENU
Sticky Donut Balls,MENU
Tadka,MENU
Birbali Shorba,MENU
Chicken Hakka Noodle,MENU
Veg Manchurian,MENU
Falafel,MENU
Kingfish Beer,MENU
Donut Balls,MENU
Cakes,MENU
Hara Bhara Kabab,MENU
Ratri,MENU
Chat Papdi,MENU
Mamra,MENU
Karma,MENU
Hariyali Tikka,MENU
Tikka Masalas,MENU
Mutter Panneers,MENU
Coconut Or Tamarind Sauce,MENU
Goan Fish Curry,MENU
Tandoor Paneer Tikka,MENU
Deep Fried Okra,MENU
Deep Fried Potatoes,MENU
Vegetable Fritters,MENU
Szechuan Lamb,MENU
Mongolian Chicken,MENU
Chili Pepper Chicken,MENU
Curry Potatoes,MENU
Keema Samosa,MENU
Potato - Cashew Rolls,MENU
Samosa Pastry,MENU
Minced Lamb,MENU
Murgh Kalimirch,MENU
Nut,MENU
Daal Tadka,MENU
Garlic Cream,MENU
Masala Papadam,MENU
Arnish,MENU
Apadam,MENU
Veg Cutlets,MENU
Stapler,MENU
Malai Methi Matar Curry,MENU
Sabzi,MENU
Orange Juice,MENU
Schezwan Chicken Noodles,MENU
Tandoori Chic,MENU
Vegetable Kopra,MENU
Tikka Masala Pizza,MENU
Madras Chicken,MENU
Saucy Chicken,MENU
Rosemary Naans,MENU
Mojito,MENU
Cuban Mojito,MENU
Curry Special,MENU
Tofu Tikka Masala,MENU
M,MENU
Organic Beer,MENU
White Basmati Rice,MENU
Lamb Vidaloo,MENU
Mint Raita,MENU
Sangria,MENU
Platters,MENU
Cocktail,MENU
Tikka - Masala,MENU
Butter - Chicken,MENU
Papadom,MENU
Lime Pickle,MENU
Mango Fish,MENU
Chicken Tikka Sandwich,MENU
Non,MENU
Vegetarian Platter,MENU
Beef Kadhai,MENU
Mushroom Makini,MENU
Vegetarian Combo,MENU
Calamari,MENU
Beer Kegs,MENU
Vegetarian Platters,MENU
Fried Pakora,MENU
Meat Tapas,MENU
Bartha,MENU
Vegetarian Combo Platter,MENU
Rum,MENU
Pina,MENU
Cheese Curds,MENU
Mango Daquiri,MENU
Grilled Masala Prawns,MENU
Grilled Masala Squid,MENU
Onion Bajias,MENU
Madras Mix Veg,MENU
Combo Platter,MENU
Fried Calamari,MENU
Shrimp Tikka,MENU
Jumbo Shrimps,MENU
Coriander Mint Sauce,MENU
Tapas,MENU
Pan Seared Jumbo Shrimps,MENU
Scallop,MENU
Smoked Salmon,MENU
Curry Deal,MENU
Meat Chunks,MENU
Flying,MENU
Prawn Poori,MENU
Saag Mushroom,MENU
Baigan Bhartha,MENU
Chicken Xanatti,MENU
Currey,MENU
Coconut Curry,MENU
Lamb Rangonjosh,MENU
Piri Piri Fish,MENU
Spinach With Cheese,MENU
Chicken Tikka Angara,MENU
Delhimartini,MENU
Goan Prawn Dish,MENU
Pashwari Naan,MENU
Pashwari,MENU
Butter,MENU
Rice Pulao,MENU
Madras Curry,MENU
Fish Biryani,MENU
Mutton Roganjosh,MENU
Bindhi,MENU
Balti,MENU
Dum Parda Biryani,MENU
Bhindi Ana,MENU
Pompadams,MENU
Aloo Gobi Adrak Masala,MENU
Prawn Puri,MENU
Tomato Masala Sauce,MENU
Fried Indian Bread,MENU
Spicy - Sweet - Sour Pork,MENU
Pieces Chicken,MENU
Goat Malabar,MENU
Cholle,MENU
Battered Catfish,MENU
Garlic / Ginger Sauce,MENU
Paneer Masala Dosa,MENU
Tikka Masala Chicken Curries,MENU
Oras,MENU
Tandoori Mushroom,MENU
Palak Kofta,MENU
Nachos,MENU
Aloo Chole,MENU
Cheese Pakora,MENU
Mulligatawny Soup,MENU
Panak Paneer,MENU
Channa Daal,MENU
Paneer Chilly,MENU
Tomato Ketchup,MENU
Maharaja,MENU
Lamb Josh,MENU
Fried Goodies,MENU
Veggie Appetizer,MENU
Stuffed Naans,MENU
Prathas,MENU
Chicken Tikka Makni,MENU
Mixed Tandoori Platter,MENU
Chicken Moghlai,MENU
Goat Meat Stew,MENU
Lamb Vindaloo Curry,MENU
Vegetable Balls,MENU
Sweet Red Sauce,MENU
Spicy Tomato - Y Sauce,MENU
Veggie Fritters,MENU
Basmati Cons,MENU
Fish Curries,MENU
Aloo Parathas,MENU
Beef Saag,MENU
Tandoori Mushrooms,MENU
Tandoori Sampler,MENU
Chicken Malai,MENU
Pistachio Ice Cream,MENU
Chappata,MENU
Mango Milkshake,MENU
Lamb Moghlai,MENU
Plum,MENU
Reshmi kebab Lahsooni,MENU
Spinach With Paneer Cheese,MENU
Broccoli,MENU
Maharina,MENU
Masla Tea,MENU
Cabbage,MENU
Semolina Cake,MENU
Desert Soup,MENU
Coconut Pistachio,MENU
Baby Corn Manchurian,MENU
Lamb Manchurian,MENU
Raas Gula,MENU
Chass,MENU
Thaali,MENU
Spicy Gobi Manchurian,MENU
Chili Bajjis,MENU
Chili Bujjis,MENU
Bajjis,MENU
Coconut Dosa,MENU
Punjabi,MENU
Gulab Jamoon,MENU
Vadaas,MENU
Udupi Masala Dosa,MENU
Mini Idly,MENU
Paysam,MENU
Rava Masala,MENU
Raw Vegetable Salad,MENU
Vege Curry,MENU
Triangular Dosa,MENU
Kadai Bhindi Masala,MENU
Tofu Manchurian,MENU
Okra Dish,MENU
Naf,MENU
Vadai Curry,MENU
Mini Idlies,MENU
Vegetable Pakoda,MENU
Veg Fritters,MENU
Dosa Combo,MENU
Mutter Cashew,MENU
Milkshake,MENU
Kheer Dessert,MENU
Fried Veggies,MENU
Chicken Chilli,MENU
Charkha,MENU
Mild Sauce,MENU
Stuffed Cheese,MENU
Dark Red Sauce,MENU
Charred Paneer,MENU
Malai Koftas,MENU
Baingan Bhartha,MENU
Paneer Tiki,MENU
Indo - Chili,MENU
Zucchini Pakora,MENU
Iceberg Salad,MENU
Idli Sambar,MENU
Hot Vegetable,MENU
Paneer Burji,MENU
Onion Naan,MENU
Potato Patty,MENU
Ese Chili Paneer,MENU
Ulab Jamun,MENU
Spicy Lamb Vindallo,MENU
Tamarind,MENU
Pinch,MENU
Chickn Vindaloo,MENU
Indian Spiced Tea,MENU
Paneer With Vegetables,MENU
Non - Veg Tandoori Appetizer,MENU
Baturas,MENU
Jeera Rice,MENU
Chai Teas,MENU
Ice Cold Beer,MENU
Lamb Dhansak,MENU
Vegetarian Dish,MENU
Indian Spiced Iced Tea,MENU
Vegetarian Indo,MENU
Ese Chili,MENU
Fried Vegetable Fritters,MENU
Indo,MENU
/ Mixed Veggie Curries,MENU
Egg Plant,MENU
Panner With Green Peas,MENU
Pina Colada,MENU
Samoasas,MENU
Spinach Sauce,MENU
Edamame,MENU
Shrimp Spring Rolls,MENU
Shrimp Rolls,MENU
Pad Thai Noodles,MENU
Chicken Pad Thai,MENU
Avocado And Brie Sandwich,MENU
Stuffed French Toast,MENU
Ham And Cheese,MENU
Sandwiches,MENU
Pastas,MENU
Garden Salad,MENU
Chicken Nuggets,MENU
French Toast,MENU
Eggs,MENU
Avacado Sammich,MENU
Chicken Fried Rice,MENU
Shrimp Fried Rice,MENU
Vietnamese Coffee,MENU
Grilled Cheese,MENU
Greek Salad,MENU
Lite Beer,MENU
Udon Noodles,MENU
Crispy Noodle,MENU
Quasadillas,MENU
Creamy Curry,MENU
Lemon Wedge,MENU
Pad,MENU
